Fund	Fund Description	Chart Section Level 1	Chart Section Level 2	Agency	Agency Description	Organization	Organization Description	Activity	Activity Description	Function	Function Description	Account	Account Description	Total Indicator	Balance Forward	YTD Debits	YTD Credits	Ending Balance	Prior Year YTD Balance
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1151	Sick Time Used	N	0	303212	303212	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1161	Holiday	N	0	1384397	1384397	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1200	Temporary Pay	N	0	33300	39780	-6480	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1721	Annual Sick Leave Payout	N	0	407044	407044	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1751	Benefit Waiver Pay	N	0	100000	100000	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4220	Life Insurance	N	0	87722	87722	0	1
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4230	Medical Insurance	N	0	4198733	4055733	143000	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4234	Disability Insurance	N	0	50536	50536	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4237	Retiree Health Savings Account	N	0	94300	93800	500	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4238	Veba Funding	N	0	4265800	4265800	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4239	Retiree Medical Insurance	N	0	1366200	1366200	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4240	Workers Comp	N	0	87100	87100	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4250	Social Security-Employer	N	0	2174138	2174138	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4259	Retirement Contribution	N	0	7290800	7290800	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4260	Insurance Premiums	N	0	5278900	5760140	-481240	-457038
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4270	Dental Insurance	N	0	352225	352225	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4280	Optical Insurance	N	0	36500	36500	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4440	Unemployment Compensation	N	0	83543	83543	0	0
0004	Maintenance Facility	ASSETS										2400.0099	Equity In Pooled cash & investments	N	179446316	2056107	9763257	171739166	178731769
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-1290888	4652112	3361224	0	0
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-266326	266326	0	0	0
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4630	Retainages Payable	N	-412679	412679	0	0	-397950
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-177476423	0	0	-177476423	-182368100
0004	Maintenance Facility	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	503252	2015314	-1512062	-1509402
0004	Maintenance Facility	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	445700	0	445700	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			1100	Permanent Time Worked	N	0	116879	3606	113273	265009
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			1121	Vacation Used	N	0	3714	0	3714	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2100	Professional Services	N	0	428435	0	428435	45325
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2410	Rent City Vehicles	N	0	27096	0	27096	25491
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2430	Contracted Services	N	0	1462269	32574	1429695	5044963
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4220	Life Insurance	N	0	204	6	198	455
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4230	Medical Insurance	N	0	19845	664	19181	59518
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4234	Disability Insurance	N	0	214	10	204	478
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4250	Social Security-Employer	N	0	9122	272	8850	19988
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4270	Dental Insurance	N	0	1662	59	1603	4476
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4280	Optical Insurance	N	0	172	6	166	467
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4440	Unemployment Compensation	N	0	204	0	204	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1100	Permanent Time Worked	N	0	2414474	0	2414474	48080
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1200	Temporary Pay	N	0	363505	33600	329905	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1401	Overtime Paid-Permanent	N	0	118204	0	118204	8451
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			2100	Professional Services	N	0	1057841	0	1057841	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			2410	Rent City Vehicles	N	0	95530	0	95530	4048
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4220	Life Insurance	N	0	8167	0	8167	90
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4230	Medical Insurance	N	0	466957	0	466957	11659
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4234	Disability Insurance	N	0	3087	0	3087	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4250	Social Security-Employer	N	0	218493	2570	215923	4035
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4270	Dental Insurance	N	0	39256	0	39256	1042
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4280	Optical Insurance	N	0	4072	0	4072	108
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4440	Unemployment Compensation	N	0	9050	0	9050	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			1100	Permanent Time Worked	N	0	7635	0	7635	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			4220	Life Insurance	N	0	33	0	33	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			4234	Disability Insurance	N	0	21	0	21	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			4250	Social Security-Employer	N	0	581	0	581	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			4270	Dental Insurance	N	0	89	0	89	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			4280	Optical Insurance	N	0	9	0	9	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			4440	Unemployment Compensation	N	0	166	0	166	0
0007	Local Law Enforc Block Grant	ASSETS										2400.0099	Equity In Pooled cash & investments	N	24297	2192431	2193079	23649	24279
0007	Local Law Enforc Block Grant	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	0	2191900	2191900	0	0
0007	Local Law Enforc Block Grant	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-24297	0	0	-24297	-29678
0007	Local Law Enforc Block Grant	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	1179	531	648	5407
0007	Local Law Enforc Block Grant	REVENUES		031	Police	0253	2014 JAG Grant	0000	Revenue			2140	US Dept Of Justice - Grant	N	0	0	2191900	-2191900	0
0007	Local Law Enforc Block Grant	EXPENSES		031	Police	0253	2014 JAG Grant	3035	Public Safety Grants			3300	Uniforms & Accessories	N	0	2191900	0	2191900	0
0008	Ann Arbor Municipal Center	ASSETS										2400.0099	Equity In Pooled cash & investments	N	18794803	209190	1319979	17684014	18691903
0008	Ann Arbor Municipal Center	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	0	1213860	1213860	0	0
0008	Ann Arbor Municipal Center	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-18794803	0	0	-18794803	-29850200
0008	Ann Arbor Municipal Center	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	110712	209190	-98478	-164815
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			1100	Permanent Time Worked	N	0	20072	0	20072	8344
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			2100	Professional Services	N	0	523760	523760	0	7532693
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			2410	Rent City Vehicles	N	0	6795	0	6795	3437
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			2430	Contracted Services	N	0	0	0	0	2419100
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			3100	Postage	N	0	0	0	0	1995
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			3400	Materials & Supplies	N	0	1222047	46000	1176047	83630
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			4220	Life Insurance	N	0	28	0	28	12
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			4230	Medical Insurance	N	0	4394	0	4394	1664
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			4250	Social Security-Employer	N	0	1526	0	1526	634
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			4270	Dental Insurance	N	0	366	0	366	148
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			4280	Optical Insurance	N	0	39	0	39	16
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			5190	Construction	N	0	0	0	0	1037700
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9006	Public Art			2430	Contracted Services	N	0	0	0	0	49500
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9006	Public Art			2500	Printing	N	0	0	0	0	21707
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9006	Public Art			2690	Non-Employee Travel	N	0	0	0	0	135983
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9006	Public Art			2950	Governmental Services	N	0	0	0	0	22549
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9006	Public Art			3400	Materials & Supplies	N	0	0	0	0	4000
0009	Smart Zone LDFA	ASSETS										2198	Loan Receivable	N	105148500	0	0	105148500	99593200
0009	Smart Zone LDFA	ASSETS										2400.0099	Equity In Pooled cash & investments	N	114801259	234158007	174025256	174934010	116139872
0009	Smart Zone LDFA	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-24224649	170643406	160720760	-14302003	-12201759
0009	Smart Zone LDFA	LIABILITIES AND FUND EQUITY	LIABILITIES									5551	Deferred Revenue	N	-105148500	0	0	-105148500	-99593200
0009	Smart Zone LDFA	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-90576610	0	0	-90576610	-64950500
0009	Smart Zone LDFA	REVENUES		009	Smart Zone	1000	Administration	0000	Revenue			1117	Smart Zone LDFA Taxes	N	0	0	232146653	-232146653	-196439311
0009	Smart Zone LDFA	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	501450	2011354	-1509904	-1120027
0009	Smart Zone LDFA	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	330600	0	330600	0
0009	Smart Zone LDFA	EXPENSES		009	Smart Zone	1000	Administration	1000	Administration			2430	Contracted Services	N	0	160720760	0	160720760	156087463
0009	Smart Zone LDFA	EXPENSES		009	Smart Zone	1000	Administration	1000	Administration			4260	Insurance Premiums	N	0	152900	0	152900	145937
0009	Smart Zone LDFA	EXPENSES		009	Smart Zone	1000	Administration	1000	Administration			4310	Municipal Service Charges	N	0	2396900	0	2396900	2338325
0010	General	ASSETS										1002	Cash General	N	0	14802285	14672230	130055	84108
0010	General	ASSETS										1012	Cash Offset For GASB #34	N	17901809	771723	2432132	16241400	15365900
0010	General	ASSETS										1025	Cash Football Parking	N	5000	0	0	5000	5000
0010	General	ASSETS										1060.1065	Petty Cash/Starting Cash Customer Service Center	N	232500	0	0	232500	232500
0010	General	ASSETS										1060.1066	Petty Cash/Starting Cash District Courts	N	75000	0	0	75000	75000
0010	General	ASSETS										1060.1067	Petty Cash/Starting Cash Accounting Services	N	20000	0	0	20000	20000
0010	General	ASSETS										1060.1068	Petty Cash/Starting Cash Building 	N	20000	0	0	20000	20000
0010	General	ASSETS										1060.1069	Petty Cash/Starting Cash Golf Courses	N	137500	0	0	137500	525500
0010	General	ASSETS										1060.1070	Petty Cash/Starting Cash Natural Area Preservation	N	2000	0	0	2000	2000
0010	General	ASSETS										1060.1072	Petty Cash/Starting Cash Planning	N	4000	0	0	4000	4000
0010	General	ASSETS										1060.1073	Petty Cash/Starting Cash Police	N	120000	0	0	120000	120000
0010	General	ASSETS										1060.1074	Petty Cash/Starting Cash Cobblestone	N	2000	0	0	2000	0
0010	General	ASSETS										1060.1075	Petty Cash/Starting Cash Clerk	N	26000	0	0	26000	26000
0010	General	ASSETS										1060.1076	Petty Cash/Starting Cash Argo	N	60000	0	0	60000	0
0010	General	ASSETS										1060.1077	Petty Cash/Starting Cash Gallup	N	50000	0	0	50000	0
0010	General	ASSETS										1060.1078	Petty Cash/Starting Cash Buhr	N	36000	0	0	36000	0
0010	General	ASSETS										1060.1079	Petty Cash/Starting Cash Attorney	N	20000	0	0	20000	20000
0010	General	ASSETS										1060.1083	Petty Cash/Starting Cash Farmer's Market	N	10000	0	0	10000	0
0010	General	ASSETS										1060.1084	Petty Cash/Starting Cash Fuller/Mack	N	60000	0	0	60000	0
0010	General	ASSETS										1060.1086	Petty Cash/Starting Cash Senior Center	N	5000	0	0	5000	0
0010	General	ASSETS										1060.1087	Petty Cash/Starting Cash Veterans	N	40000	0	0	40000	0
0010	General	ASSETS										1060.1099	Petty Cash/Starting Cash Utilities	N	10000	0	0	10000	10000
0010	General	ASSETS										2206	Accts Receivable Offset	N	-22006049	22006049	0	0	0
0010	General	ASSETS										2207	Due From AA Housing Comm	N	8106260	190965646	181905469	17166437	2
0010	General	ASSETS										2212	Due From Other Gov Units	N	4267300	106319502	4675922	105910880	111524330
0010	General	ASSETS										2214	Due From DDA	N	87219064	54662330	137520864	4360530	-1
0010	General	ASSETS										2217	Unbilled Receivables	N	9575533	8006500	17582033	0	0
0010	General	ASSETS										2218	Accounts Receivable	N	116829916	578263363	566355210	128738069	120718656
0010	General	ASSETS										2219	Allowance For Uncoll Accts	N	-18938234	0	0	-18938234	-22718373
0010	General	ASSETS										2239	Assess Rec Sidewalk	N	231651	4613144	2031740	2813055	278318
0010	General	ASSETS										2243	Utilities Accounts Receivable	N	0	6944015	6478628	465387	161216
0010	General	ASSETS										2287	Prepaid Charges	N	77500	0	77500	0	0
0010	General	ASSETS										2305.2289	Inventory Parks	N	162843	0	0	162843	156127
0010	General	ASSETS										2305.2304	Inventory Huron Hills GC	N	762731	0	0	762731	777297
0010	General	ASSETS										2305.2305	Inventory Leslie GC	N	1993748	0	0	1993748	2499540
0010	General	ASSETS										2305.2306	Inventory Vets Pool Rink	N	47347	0	0	47347	50200
0010	General	ASSETS										2305.2307	Inventory Gallup Canoe Livery	N	1680422	0	0	1680422	588903
0010	General	ASSETS										2400.0099	Equity In Pooled cash & investments	N	2169832396	7840684804	7200986829	2809530371	2460483735
0010	General	ASSETS										2402	Taxes Rec Delinquent Invoices	N	7634315	6689502	14323817	0	1202747
0010	General	ASSETS										2699	Allow For Uncoll Persnl Pr Tax	N	-24241004	4131952	0	-20109052	-15608605
0010	General	ASSETS										2748	Advance From 0048	N	80668640	0	80668640	0	0
0010	General	ASSETS										2759	Advance from 0059	N	27072583	0	27072623	-40	-40
0010	General	ASSETS										2900.0017	Due From Other Funds 0017	N	1007314	0	0	1007314	1683224
0010	General	ASSETS										2F00.2014	Taxes Rec - Tax Collect Fee 2014	N	0	238450022	238450022	0	0
0010	General	ASSETS										2P00.1998	Taxes Rec - Personal Property 1998	N	23900	0	23900	0	23900
0010	General	ASSETS										2P00.1999	Taxes Rec - Personal Property 1999	N	29980	0	29980	0	29980
0010	General	ASSETS										2P00.2000	Taxes Rec - Personal Property 2000	N	70226	0	70226	0	70226
0010	General	ASSETS										2P00.2001	Taxes Rec - Personal Property 2001	N	100491	0	100491	0	100491
0010	General	ASSETS										2P00.2002	Taxes Rec - Personal Property 2002	N	5752	0	5752	0	5752
0010	General	ASSETS										2P00.2003	Taxes Rec - Personal Property 2003	N	278142	0	211089	67053	278142
0010	General	ASSETS										2P00.2004	Taxes Rec - Personal Property 2004	N	131707	0	131707	0	131707
0010	General	ASSETS										2P00.2005	Taxes Rec - Personal Property 2005	N	566397	0	541377	25020	447626
0010	General	ASSETS										2P00.2006	Taxes Rec - Personal Property 2006	N	1012971	0	900416	112555	786780
0010	General	ASSETS										2P00.2007	Taxes Rec - Personal Property 2007	N	1004598	0	923905	80693	781119
0010	General	ASSETS										2P00.2008	Taxes Rec - Personal Property 2008	N	2079862	0	1582201	497661	1642991
0010	General	ASSETS										2P00.2009	Taxes Rec - Personal Property 2009	N	3266187	4892	311520	2959559	2212902
0010	General	ASSETS										2P00.2010	Taxes Rec - Personal Property 2010	N	3267504	50426	705986	2611944	2352059
0010	General	ASSETS										2P00.2011	Taxes Rec - Personal Property 2011	N	2997440	1415	1412967	1585888	2207797
0010	General	ASSETS										2P00.2012	Taxes Rec - Personal Property 2012	N	3915478	40855	829096	3127237	3959882
0010	General	ASSETS										2P00.2013	Taxes Rec - Personal Property 2013	N	5774078	639985	2114981	4299082	7189999
0010	General	ASSETS										2p00.2014	Taxes Rec - Personal Property 2014	N	0	216709733	211118615	5591118	0
0010	General	ASSETS										2R00.2009	Taxes Rec - Real Property 2009	N	1	0	0	1	1
0010	General	ASSETS										2R00.2014	Taxes Rec - Real Property 2014	N	0	4722076206	4722076206	0	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-115096273	1019003922	914628917	-10721268	-13824692
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-224830641	224830641	0	0	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4009	Due To State Of MI Fingerprint	N	25	0	0	25	14225
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4012	Due To U/M Parking Violations	N	-1096566	25604494	24507894	34	-1096566
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4014	Due To Other Governmental Units	N	-41181956	63160414	62630331	-40651873	-30041031
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4015	Accounts Payable/Miscellaneous	N	-3461233	3461233	0	0	0
