Fund	Fund Description	Chart Section Level 1	Chart Section Level 2	Agency	Agency Description	Organization	Organization Description	Activity	Activity Description	Function	Function Description	Account	Account Description	Total Indicator	Balance Forward	YTD Debits	YTD Credits	Ending Balance	Prior Year YTD Balance
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1121	Vacation Used	N	0	1017486	1017486	0	371335
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1141	Personal Leave Used	N	0	213700	213700	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1151	Sick Time Used	N	0	122995	122995	0	20499
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1161	Holiday	N	0	844604	844604	0	206932
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1200	Temporary Pay	N	0	0	0	0	-6480
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1751	Benefit Waiver Pay	N	0	0	0	0	50000
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1800	Equipment Allowance	N	0	13000	13000	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4220	Life Insurance	N	0	47514	48272	-758	3814
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4230	Medical Insurance	N	0	2342692	2384456	-41764	216116
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4234	Disability Insurance	N	0	28132	28844	-712	1131
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4237	Retiree Health Savings Account	N	0	60000	60000	0	500
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4238	Veba Funding	N	0	2016000	2016000	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4239	Retiree Medical Insurance	N	0	962400	962400	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4240	Workers Comp	N	0	91800	91800	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4250	Social Security-Employer	N	0	1236351	1254913	-18562	97019
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4259	Retirement Contribution	N	0	4039200	4039200	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4260	Insurance Premiums	N	0	0	0	0	2879400
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4270	Dental Insurance	N	0	212300	216084	-3784	19300
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4280	Optical Insurance	N	0	22704	23106	-402	2000
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4440	Unemployment Compensation	N	0	0	0	0	28299
0004	Maintenance Facility	ASSETS										2400.0099	Equity In Pooled cash & investments	N	171181803	849984	3768393	168263394	176336384
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-7620	594739	587119	0	-1193000
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-133313	133313	0	0	0
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-171040870	0	0	-171040870	-177476423
0004	Maintenance Facility	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	179497	849984	-670487	-898376
0004	Maintenance Facility	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	0	0	0	445700
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			1100	Permanent Time Worked	N	0	0	0	0	103988
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			1121	Vacation Used	N	0	0	0	0	3714
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2100	Professional Services	N	0	59619	0	59619	207836
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2410	Rent City Vehicles	N	0	0	0	0	27096
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2430	Contracted Services	N	0	0	0	0	1084750
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4220	Life Insurance	N	0	0	0	0	182
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4230	Medical Insurance	N	0	0	0	0	17622
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4234	Disability Insurance	N	0	0	0	0	202
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4250	Social Security-Employer	N	0	0	0	0	8140
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4270	Dental Insurance	N	0	0	0	0	1573
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4280	Optical Insurance	N	0	0	0	0	163
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4440	Unemployment Compensation	N	0	0	0	0	41
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1100	Permanent Time Worked	N	0	2058645	14212	2044433	692463
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1200	Temporary Pay	N	0	0	0	0	293850
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1401	Overtime Paid-Permanent	N	0	22612	0	22612	21233
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			2100	Professional Services	N	0	402500	0	402500	10000
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			2410	Rent City Vehicles	N	0	9292	0	9292	90493
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			3400	Materials & Supplies	N	0	130400	5400	125000	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4220	Life Insurance	N	0	5258	55	5203	2452
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4230	Medical Insurance	N	0	337169	2603	334566	128489
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4234	Disability Insurance	N	0	2534	41	2493	768
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4250	Social Security-Employer	N	0	156721	1075	155646	76278
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4270	Dental Insurance	N	0	30792	236	30556	11562
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4280	Optical Insurance	N	0	3293	25	3268	1195
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4440	Unemployment Compensation	N	0	4134	0	4134	1625
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			1100	Permanent Time Worked	N	0	31947	0	31947	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			3400	Materials & Supplies	N	0	5400	0	5400	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			4220	Life Insurance	N	0	37	0	37	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			4230	Medical Insurance	N	0	1942	0	1942	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			4234	Disability Insurance	N	0	22	0	22	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			4250	Social Security-Employer	N	0	2442	0	2442	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			4270	Dental Insurance	N	0	265	0	265	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			4280	Optical Insurance	N	0	28	0	28	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			1100	Permanent Time Worked	N	0	165990	0	165990	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4220	Life Insurance	N	0	187	0	187	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4230	Medical Insurance	N	0	24931	0	24931	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4234	Disability Insurance	N	0	251	0	251	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4250	Social Security-Employer	N	0	12699	0	12699	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4270	Dental Insurance	N	0	2259	0	2259	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4280	Optical Insurance	N	0	241	0	241	0
0007	Local Law Enforc Block Grant	ASSETS										2400.0099	Equity In Pooled cash & investments	N	23665	119	25	23759	24420
0007	Local Law Enforc Block Grant	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-23665	0	0	-23665	-24297
0007	Local Law Enforc Block Grant	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	25	119	-94	-123
0008	Ann Arbor Municipal Center	ASSETS										2400.0099	Equity In Pooled cash & investments	N	17712937	16027	17728964	0	18531858
0008	Ann Arbor Municipal Center	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-17712937	17712937	0	0	-18794803
0008	Ann Arbor Municipal Center	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	16027	16027	0	-35662
0009	Smart Zone LDFA	ASSETS										2198	Loan Receivable	N	108267883	0	0	108267883	105148500
0009	Smart Zone LDFA	ASSETS										2217	Unbilled Receivables	N	2542917	0	2542917	0	0
0009	Smart Zone LDFA	ASSETS										2400.0099	Equity In Pooled cash & investments	N	159148460	121451953	154639948	125960465	182275207
0009	Smart Zone LDFA	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-21005733	152441161	144595307	-13159879	-285000
0009	Smart Zone LDFA	LIABILITIES AND FUND EQUITY	LIABILITIES									5551	Deferred Revenue	N	-108267883	0	0	-108267883	-105148500
0009	Smart Zone LDFA	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-140685644	0	0	-140685644	-90576610
0009	Smart Zone LDFA	REVENUES		009	Smart Zone	1000	Administration	0000	Revenue			1117	Smart Zone LDFA Taxes	N	0	0	118117355	-118117355	-159686537
0009	Smart Zone LDFA	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	168387	791681	-623294	-878166
0009	Smart Zone LDFA	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	0	0	0	330600
0009	Smart Zone LDFA	EXPENSES		009	Smart Zone	1000	Administration	1000	Administration			2430	Contracted Services	N	0	144595307	0	144595307	67429706
0009	Smart Zone LDFA	EXPENSES		009	Smart Zone	1000	Administration	1000	Administration			4260	Insurance Premiums	N	0	213600	0	213600	83400
0009	Smart Zone LDFA	EXPENSES		009	Smart Zone	1000	Administration	1000	Administration			4310	Municipal Service Charges	N	0	1816800	0	1816800	1307400
0010	General	ASSETS										1002	Cash General	N	0	768434	474338	294096	163041
0010	General	ASSETS										1012	Cash Offset For GASB #34	N	15759100	0	0	15759100	18455009
0010	General	ASSETS										1025	Cash Football Parking	N	5000	0	0	5000	5000
0010	General	ASSETS										1060.1065	Petty Cash/Starting Cash Customer Service Center	N	232500	0	0	232500	232500
0010	General	ASSETS										1060.1066	Petty Cash/Starting Cash District Courts	N	75000	0	0	75000	75000
0010	General	ASSETS										1060.1067	Petty Cash/Starting Cash Accounting Services	N	20000	0	0	20000	20000
0010	General	ASSETS										1060.1068	Petty Cash/Starting Cash Building 	N	20000	0	0	20000	20000
0010	General	ASSETS										1060.1069	Petty Cash/Starting Cash Golf Courses	N	137500	0	0	137500	137500
0010	General	ASSETS										1060.1070	Petty Cash/Starting Cash Natural Area Preservation	N	2000	0	0	2000	2000
0010	General	ASSETS										1060.1072	Petty Cash/Starting Cash Planning	N	4000	0	0	4000	4000
0010	General	ASSETS										1060.1073	Petty Cash/Starting Cash Police	N	120000	0	0	120000	120000
0010	General	ASSETS										1060.1074	Petty Cash/Starting Cash Cobblestone	N	2000	0	0	2000	2000
0010	General	ASSETS										1060.1075	Petty Cash/Starting Cash Clerk	N	15000	0	0	15000	26000
0010	General	ASSETS										1060.1076	Petty Cash/Starting Cash Argo	N	60000	0	0	60000	60000
0010	General	ASSETS										1060.1077	Petty Cash/Starting Cash Gallup	N	50000	0	0	50000	50000
0010	General	ASSETS										1060.1078	Petty Cash/Starting Cash Buhr	N	36000	0	0	36000	36000
0010	General	ASSETS										1060.1079	Petty Cash/Starting Cash Attorney	N	20000	0	0	20000	20000
0010	General	ASSETS										1060.1083	Petty Cash/Starting Cash Farmer's Market	N	10000	0	0	10000	10000
0010	General	ASSETS										1060.1084	Petty Cash/Starting Cash Fuller/Mack	N	60000	0	0	60000	60000
0010	General	ASSETS										1060.1086	Petty Cash/Starting Cash Senior Center	N	5000	0	0	5000	5000
0010	General	ASSETS										1060.1087	Petty Cash/Starting Cash Veterans	N	40000	0	0	40000	40000
0010	General	ASSETS										1060.1099	Petty Cash/Starting Cash Utilities	N	10000	0	0	10000	10000
0010	General	ASSETS										2206	Accts Receivable Offset	N	-19337808	19337808	0	0	0
0010	General	ASSETS										2207	Due From AA Housing Comm	N	25599756	114782710	114400936	25981530	17103154
0010	General	ASSETS										2212	Due From Other Gov Units	N	8010319	0	7958144	52175	0
0010	General	ASSETS										2214	Due From DDA	N	97671218	329350268	421197711	5823775	-1
0010	General	ASSETS										2217	Unbilled Receivables	N	30797212	91718179	122515391	0	0
0010	General	ASSETS										2218	Accounts Receivable	N	81023628	627997354	575792415	133228567	145308921
0010	General	ASSETS										2219	Allowance For Uncoll Accts	N	-18697048	0	0	-18697048	-18938234
0010	General	ASSETS										2227	Settlement Receivable	N	19337808	0	1000000	18337808	0
0010	General	ASSETS										2239	Assess Rec Sidewalk	N	1586803	0	1450118	136685	2942889
0010	General	ASSETS										2243	Utilities Accounts Receivable	N	0	4074423	4074423	0	472872
0010	General	ASSETS										2305.2289	Inventory Parks	N	207382	0	0	207382	162843
0010	General	ASSETS										2305.2304	Inventory Huron Hills GC	N	620025	0	0	620025	762731
0010	General	ASSETS										2305.2305	Inventory Leslie GC	N	1567267	0	0	1567267	1993748
0010	General	ASSETS										2305.2306	Inventory Vets Pool Rink	N	39208	0	0	39208	47347
0010	General	ASSETS										2305.2307	Inventory Gallup Canoe Livery	N	566564	0	0	566564	1680422
0010	General	ASSETS										2400.0099	Equity In Pooled cash & investments	N	2028371456	6866927476	4591835717	4303463215	3961041114
0010	General	ASSETS										2402	Taxes Rec Delinquent Invoices	N	9439539	8923528	10933285	7429782	8561838
0010	General	ASSETS										2699	Allow For Uncoll Persnl Pr Tax	N	-21415203	0	0	-21415203	-20109052
0010	General	ASSETS										2748	Advance From 0048	N	73562933	0	73562933	0	0
0010	General	ASSETS										2759	Advance from 0059	N	24566294	0	24566334	-40	-40
0010	General	ASSETS										2900.0017	Due From Other Funds 0017	N	766976	0	0	766976	1007314
0010	General	ASSETS										2900.0035	Due From Other Funds 0035	N	219000000	0	219000000	0	0
0010	General	ASSETS										2F00.2014	Taxes Rec - Tax Collect Fee 2014	N	0	0	38512058	-38512058	7104386
0010	General	ASSETS										2F00.2015	Taxes Rec - Tax Collect Fee 2015	N	0	250327260	189974739	60352521	0
0010	General	ASSETS										2P00.2003	Taxes Rec - Personal Property 2003	N	0	0	0	0	67053
0010	General	ASSETS										2P00.2004	Taxes Rec - Personal Property 2004	N	914	0	0	914	0
0010	General	ASSETS										2P00.2005	Taxes Rec - Personal Property 2005	N	7889	0	0	7889	25020
0010	General	ASSETS										2P00.2006	Taxes Rec - Personal Property 2006	N	21381	0	0	21381	112555
0010	General	ASSETS										2P00.2007	Taxes Rec - Personal Property 2007	N	74485	0	0	74485	161725
0010	General	ASSETS										2P00.2008	Taxes Rec - Personal Property 2008	N	269074	0	0	269074	805721
0010	General	ASSETS										2P00.2009	Taxes Rec - Personal Property 2009	N	425292	0	2433	422859	3261294
0010	General	ASSETS										2P00.2010	Taxes Rec - Personal Property 2010	N	2713076	0	45144	2667932	3217077
0010	General	ASSETS										2P00.2011	Taxes Rec - Personal Property 2011	N	2562214	0	58917	2503297	2996024
0010	General	ASSETS										2P00.2012	Taxes Rec - Personal Property 2012	N	3920683	0	899949	3020734	3874622
0010	General	ASSETS										2P00.2013	Taxes Rec - Personal Property 2013	N	5533209	0	639267	4893942	5134093
0010	General	ASSETS										2p00.2014	Taxes Rec - Personal Property 2014	N	6836300	0	539004	6297296	7022850
0010	General	ASSETS										2P00.2015	Taxes Rec - Personal Property 2015	N	0	227290741	213647978	13642763	0
0010	General	ASSETS										2R00.2009	Taxes Rec - Real Property 2009	N	1	0	0	1	1
0010	General	ASSETS										2R00.2014	Taxes Rec - Real Property 2014	N	0	0	0	0	169082370
0010	General	ASSETS										2R00.2015	Taxes Rec - Real Property 2015	N	0	4829435951	4718673419	110762532	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-103652134	592524488	491459057	-2586703	-20744607
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-269952862	269952862	0	0	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4009	Due To State Of MI Fingerprint	N	25	0	0	25	25
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4012	Due To U/M Parking Violations	N	34	9435326	9435326	34	34
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4014	Due To Other Governmental Units	N	-39104338	36104372	19337808	-22337774	-21925640
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4015	Accounts Payable/Miscellaneous	N	-23926474	23926474	0	0	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4016	DDA Payroll Deposit	N	-3000000	0	0	-3000000	-3000000
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4017	Overpayments	N	24432	937894	800384	161942	-1057512
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4024	Due To Ann Arbor Transportation Authority	N	2975799	0	2975799	0	23
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4034	Due To Market Vendors	N	-3367700	14513000	15072900	-3927600	-2268600
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4034.0001	Due To Market Vendors EBT	N	15000	0	0	15000	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4034	Deposits Eberbach Capital Facilities	N	-5247500	0	0	-5247500	-4512900
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4035	Deposits Mack Pool Capital Facilities	N	-3689100	0	0	-3689100	-2621200
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4037	Deposits Advance Revenue	N	-9950	10000	0	50	50
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4040	Deposits B&SE Perform Bond	N	-41885200	1050000	1158000	-41993200	-40350000
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4043	Deposits Vets	N	0	187881	391200	-203319	-457203
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4051	Deposits Police Bond Deposits for Court	N	-30000	177000	178800	-31800	-90000
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4052	Deposits Fugitive Bond Deposits	N	0	180000	180000	0	-85000
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4058	Escrow Dep-Tree Plant	N	-2424773	0	28000	-2452773	-2325300
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									5551	Deferred Revenue	N	-6638310	6497047	0	-141263	-179626
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									9930	Suspense 	N	0	0	0	0	-28972
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									9933	Suspense - Tax Refunds	N	0	3211794	55358	3156436	15422618
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									9935	Undistributed Rev - Parking Violations	N	0	119447140	157528710	-38081570	-35139699
0010	General	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-2017103232	0	17712937	-2034816169	-1954525399
0010	General	LIABILITIES AND FUND EQUITY	FUND EQUITY									6610	Fund Balance Non Expendable	N	-85315664	0	0	-85315664	-85315664
0010	General	LIABILITIES AND FUND EQUITY	FUND EQUITY									9959	Pension To Allocate	N	0	503956928	437035500	66921428	36590872
0010	General	REVENUES		014	Attorney	1000	Administration	0000	Revenue			2710.0042	Operating Transfers 0042	N	0	3235000	12940000	-9705000	-7500000
