Fund	Fund Description	Chart Section Level 1	Chart Section Level 2	Agency	Agency Description	Organization	Organization Description	Activity	Activity Description	Function	Function Description	Account	Account Description	Total Indicator	Balance Forward	YTD Debits	YTD Credits	Ending Balance	Prior Year YTD Balance
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			1100	Permanent Time Worked	N	0	324184	4541	319643	70395
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			1200	Temporary Pay	N	0	37380	0	37380	50400
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2410	Rent City Vehicles	N	0	0	0	0	6177
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2430	Contracted Services	N	0	106000	0	106000	0
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2500	Printing	N	0	0	0	0	15000
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4220	Life Insurance	N	0	489	8	481	118
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4234	Disability Insurance	N	0	505	13	492	101
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4250	Social Security-Employer	N	0	27662	348	27314	9242
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4310	Municipal Service Charges	N	0	807800	0	807800	1198400
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4423	Transfer To IT Fund	N	0	0	0	0	541100
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4440	Unemployment Compensation	N	0	597	0	597	1224
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			7998	Transfer - Loan Recipients	N	0	2000000	0	2000000	0
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1350	PACE Revolving Loans	1329	Energy Management			7998	Transfer - Loan Recipients	N	0	0	0	0	13344000
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1350	PACE Revolving Loans	9500	Debt Service			4420	Transfer To Other Funds	N	0	6339736	0	6339736	6772640
0003	Downtown Development Authority	ASSETS										2400.0099	Equity In Pooled cash & investments	N	1425227	32926905	34518555	-166423	-3525801
0003	Downtown Development Authority	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-1906060	1906060	0	0	0
0003	Downtown Development Authority	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	480833	0	0	480833	0
0003	Downtown Development Authority	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	0	0	0	29481
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1100	Permanent Time Worked	N	0	16177195	16350939	-173744	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1102	Other Paid Time Off	N	0	505538	580222	-74684	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1121	Vacation Used	N	0	1162177	1162177	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1141	Personal Leave Used	N	0	308547	308547	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1151	Sick Time Used	N	0	134161	134161	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1161	Holiday	N	0	1191783	1191783	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1200	Temporary Pay	N	0	0	0	0	-6480
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1721	Annual Sick Leave Payout	N	0	418240	418240	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1800	Equipment Allowance	N	0	26000	26000	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4220	Life Insurance	N	0	55486	56244	-758	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4230	Medical Insurance	N	0	2768636	2810400	-41764	143000
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4234	Disability Insurance	N	0	33044	33756	-712	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4237	Retiree Health Savings Account	N	0	60000	60000	0	500
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4238	Veba Funding	N	0	2352000	2352000	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4239	Retiree Medical Insurance	N	0	1122800	1122800	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4240	Workers Comp	N	0	91800	91800	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4250	Social Security-Employer	N	0	1464492	1483054	-18562	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4259	Retirement Contribution	N	0	4712400	4712400	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4260	Insurance Premiums	N	0	0	0	0	3359300
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4270	Dental Insurance	N	0	250900	254684	-3784	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4280	Optical Insurance	N	0	26832	27234	-402	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4440	Unemployment Compensation	N	0	64874	64874	0	0
0004	Maintenance Facility	ASSETS										2400.0099	Equity In Pooled cash & investments	N	171181803	981880	4430313	167733370	174894012
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-7620	957539	1049819	-99900	-439025
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-133313	133313	0	0	0
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-171040870	0	0	-171040870	-177476423
0004	Maintenance Facility	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	201406	981880	-780474	-1036270
0004	Maintenance Facility	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	0	0	0	445700
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			1100	Permanent Time Worked	N	0	0	0	0	111416
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			1121	Vacation Used	N	0	0	0	0	3714
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2100	Professional Services	N	0	59619	0	59619	207836
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2410	Rent City Vehicles	N	0	0	0	0	27096
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2430	Contracted Services	N	0	0	0	0	1084750
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4220	Life Insurance	N	0	0	0	0	195
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4230	Medical Insurance	N	0	0	0	0	18822
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4234	Disability Insurance	N	0	0	0	0	202
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4250	Social Security-Employer	N	0	0	0	0	8709
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4270	Dental Insurance	N	0	0	0	0	1573
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4280	Optical Insurance	N	0	0	0	0	163
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4440	Unemployment Compensation	N	0	0	0	0	204
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1100	Permanent Time Worked	N	0	2235951	14212	2221739	961763
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1200	Temporary Pay	N	0	0	0	0	314821
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1401	Overtime Paid-Permanent	N	0	22612	0	22612	21233
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			2100	Professional Services	N	0	865200	0	865200	449025
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			2410	Rent City Vehicles	N	0	13940	0	13940	90493
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			3400	Materials & Supplies	N	0	130400	5400	125000	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4220	Life Insurance	N	0	5721	55	5666	3549
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4230	Medical Insurance	N	0	363109	2603	360506	174192
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4234	Disability Insurance	N	0	2707	41	2666	1309
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4250	Social Security-Employer	N	0	170150	1075	169075	98211
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4270	Dental Insurance	N	0	33898	236	33662	14696
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4280	Optical Insurance	N	0	3626	25	3601	1522
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4440	Unemployment Compensation	N	0	8340	0	8340	7978
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			1100	Permanent Time Worked	N	0	0	0	0	7635
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			4220	Life Insurance	N	0	0	0	0	33
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			4234	Disability Insurance	N	0	0	0	0	21
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			4250	Social Security-Employer	N	0	0	0	0	581
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			4270	Dental Insurance	N	0	0	0	0	89
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			4280	Optical Insurance	N	0	0	0	0	9
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7017	Construction			4440	Unemployment Compensation	N	0	0	0	0	166
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			1100	Permanent Time Worked	N	0	31947	0	31947	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			3400	Materials & Supplies	N	0	5400	0	5400	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			4220	Life Insurance	N	0	37	0	37	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			4230	Medical Insurance	N	0	1942	0	1942	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			4234	Disability Insurance	N	0	22	0	22	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			4250	Social Security-Employer	N	0	2442	0	2442	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			4270	Dental Insurance	N	0	265	0	265	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7018	Field Ops Charges			4280	Optical Insurance	N	0	28	0	28	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			1100	Permanent Time Worked	N	0	201346	0	201346	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4220	Life Insurance	N	0	246	0	246	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4230	Medical Insurance	N	0	32738	0	32738	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4234	Disability Insurance	N	0	317	0	317	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4250	Social Security-Employer	N	0	15392	0	15392	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4270	Dental Insurance	N	0	2967	0	2967	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4280	Optical Insurance	N	0	317	0	317	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7019	Public Engagement			4440	Unemployment Compensation	N	0	842	0	842	0
0007	Local Law Enforc Block Grant	ASSETS										2400.0099	Equity In Pooled cash & investments	N	23665	138	28	23775	23585
0007	Local Law Enforc Block Grant	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-23665	0	0	-23665	-24297
0007	Local Law Enforc Block Grant	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	28	138	-110	712
0007	Local Law Enforc Block Grant	REVENUES		031	Police	0253	2014 JAG Grant	0000	Revenue			2140	US Dept Of Justice - Grant	N	0	0	0	0	-2191900
0007	Local Law Enforc Block Grant	EXPENSES		031	Police	0253	2014 JAG Grant	3035	Public Safety Grants			3300	Uniforms & Accessories	N	0	0	0	0	2191900
0008	Ann Arbor Municipal Center	ASSETS										2400.0099	Equity In Pooled cash & investments	N	17712937	16027	17728964	0	17734548
0008	Ann Arbor Municipal Center	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-17712937	17712937	0	0	-18794803
0008	Ann Arbor Municipal Center	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	16027	16027	0	-49912
0009	Smart Zone LDFA	ASSETS										2198	Loan Receivable	N	108267883	0	0	108267883	105148500
0009	Smart Zone LDFA	ASSETS										2217	Unbilled Receivables	N	2542917	0	2542917	0	0
0009	Smart Zone LDFA	ASSETS										2400.0099	Equity In Pooled cash & investments	N	159148460	145435753	168155582	136428631	193361781
0009	Smart Zone LDFA	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-21005733	165601040	158331809	-13736502	-16571732
0009	Smart Zone LDFA	LIABILITIES AND FUND EQUITY	LIABILITIES									5551	Deferred Revenue	N	-108267883	0	0	-108267883	-105148500
0009	Smart Zone LDFA	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-140685644	0	0	-140685644	-90576610
0009	Smart Zone LDFA	REVENUES		009	Smart Zone	1000	Administration	0000	Revenue			1117	Smart Zone LDFA Taxes	N	0	0	141996679	-141996679	-183329055
0009	Smart Zone LDFA	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	185742	896157	-710415	-1005478
0009	Smart Zone LDFA	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	0	0	0	330600
0009	Smart Zone LDFA	EXPENSES		009	Smart Zone	1000	Administration	1000	Administration			2430	Contracted Services	N	0	158331809	0	158331809	96167894
0009	Smart Zone LDFA	EXPENSES		009	Smart Zone	1000	Administration	1000	Administration			4260	Insurance Premiums	N	0	249200	0	249200	97300
0009	Smart Zone LDFA	EXPENSES		009	Smart Zone	1000	Administration	1000	Administration			4310	Municipal Service Charges	N	0	2119600	0	2119600	1525300
0010	General	ASSETS										1002	Cash General	N	0	795434	707696	87738	163041
0010	General	ASSETS										1012	Cash Offset For GASB #34	N	15759100	0	0	15759100	18455009
0010	General	ASSETS										1025	Cash Football Parking	N	5000	0	0	5000	5000
0010	General	ASSETS										1060.1065	Petty Cash/Starting Cash Customer Service Center	N	232500	0	0	232500	232500
0010	General	ASSETS										1060.1066	Petty Cash/Starting Cash District Courts	N	75000	0	0	75000	75000
0010	General	ASSETS										1060.1067	Petty Cash/Starting Cash Accounting Services	N	20000	0	0	20000	20000
0010	General	ASSETS										1060.1068	Petty Cash/Starting Cash Building 	N	20000	0	0	20000	20000
0010	General	ASSETS										1060.1069	Petty Cash/Starting Cash Golf Courses	N	137500	0	0	137500	137500
0010	General	ASSETS										1060.1070	Petty Cash/Starting Cash Natural Area Preservation	N	2000	0	0	2000	2000
0010	General	ASSETS										1060.1072	Petty Cash/Starting Cash Planning	N	4000	0	0	4000	4000
0010	General	ASSETS										1060.1073	Petty Cash/Starting Cash Police	N	120000	0	0	120000	120000
0010	General	ASSETS										1060.1074	Petty Cash/Starting Cash Cobblestone	N	2000	0	0	2000	2000
0010	General	ASSETS										1060.1075	Petty Cash/Starting Cash Clerk	N	15000	0	0	15000	26000
0010	General	ASSETS										1060.1076	Petty Cash/Starting Cash Argo	N	60000	0	0	60000	60000
0010	General	ASSETS										1060.1077	Petty Cash/Starting Cash Gallup	N	50000	0	0	50000	50000
0010	General	ASSETS										1060.1078	Petty Cash/Starting Cash Buhr	N	36000	0	0	36000	36000
0010	General	ASSETS										1060.1079	Petty Cash/Starting Cash Attorney	N	20000	0	0	20000	20000
0010	General	ASSETS										1060.1083	Petty Cash/Starting Cash Farmer's Market	N	10000	0	0	10000	10000
0010	General	ASSETS										1060.1084	Petty Cash/Starting Cash Fuller/Mack	N	60000	0	0	60000	60000
0010	General	ASSETS										1060.1086	Petty Cash/Starting Cash Senior Center	N	5000	0	0	5000	5000
0010	General	ASSETS										1060.1087	Petty Cash/Starting Cash Veterans	N	40000	0	0	40000	40000
0010	General	ASSETS										1060.1099	Petty Cash/Starting Cash Utilities	N	10000	0	0	10000	10000
0010	General	ASSETS										2206	Accts Receivable Offset	N	-19337808	19337808	0	0	0
0010	General	ASSETS										2207	Due From AA Housing Comm	N	25599756	132908029	140447892	18059893	24720580
0010	General	ASSETS										2212	Due From Other Gov Units	N	8010319	0	7958144	52175	0
0010	General	ASSETS										2214	Due From DDA	N	97671218	334324461	427021451	4974228	6233519
0010	General	ASSETS										2217	Unbilled Receivables	N	30797212	91718179	122515391	0	0
0010	General	ASSETS										2218	Accounts Receivable	N	81023628	676434666	623876525	133581769	139902727
0010	General	ASSETS										2219	Allowance For Uncoll Accts	N	-18697048	0	0	-18697048	-18938234
0010	General	ASSETS										2227	Settlement Receivable	N	19337808	0	1000000	18337808	0
0010	General	ASSETS										2239	Assess Rec Sidewalk	N	1586803	0	1450118	136685	2836919
0010	General	ASSETS										2243	Utilities Accounts Receivable	N	0	4602414	4111318	491096	894540
0010	General	ASSETS										2305.2289	Inventory Parks	N	207382	0	0	207382	162843
0010	General	ASSETS										2305.2304	Inventory Huron Hills GC	N	620025	0	0	620025	762731
0010	General	ASSETS										2305.2305	Inventory Leslie GC	N	1567267	0	0	1567267	1993748
0010	General	ASSETS										2305.2306	Inventory Vets Pool Rink	N	39208	0	0	39208	47347
0010	General	ASSETS										2305.2307	Inventory Gallup Canoe Livery	N	566564	0	0	566564	1680422
0010	General	ASSETS										2400.0099	Equity In Pooled cash & investments	N	2028371456	7271674977	5264080849	4035965584	3706050984
0010	General	ASSETS										2402	Taxes Rec Delinquent Invoices	N	9439539	8923528	15625900	2737167	5803623
0010	General	ASSETS										2699	Allow For Uncoll Persnl Pr Tax	N	-21415203	0	0	-21415203	-20109052
0010	General	ASSETS										2748	Advance From 0048	N	73562933	0	73562933	0	0
0010	General	ASSETS										2759	Advance from 0059	N	24566294	0	24566334	-40	-40
0010	General	ASSETS										2900.0017	Due From Other Funds 0017	N	766976	0	0	766976	1007314
0010	General	ASSETS										2900.0035	Due From Other Funds 0035	N	219000000	0	219000000	0	0
0010	General	ASSETS										2F00.2014	Taxes Rec - Tax Collect Fee 2014	N	0	0	38512058	-38512058	-21215985
0010	General	ASSETS										2F00.2015	Taxes Rec - Tax Collect Fee 2015	N	0	250327260	216593858	33733402	0
0010	General	ASSETS										2P00.2003	Taxes Rec - Personal Property 2003	N	0	0	0	0	67053
0010	General	ASSETS										2P00.2004	Taxes Rec - Personal Property 2004	N	914	0	0	914	0
0010	General	ASSETS										2P00.2005	Taxes Rec - Personal Property 2005	N	7889	0	0	7889	25020
0010	General	ASSETS										2P00.2006	Taxes Rec - Personal Property 2006	N	21381	0	0	21381	112555
0010	General	ASSETS										2P00.2007	Taxes Rec - Personal Property 2007	N	74485	0	0	74485	161725
0010	General	ASSETS										2P00.2008	Taxes Rec - Personal Property 2008	N	269074	0	0	269074	805721
0010	General	ASSETS										2P00.2009	Taxes Rec - Personal Property 2009	N	425292	0	67493	357799	3261294
0010	General	ASSETS										2P00.2010	Taxes Rec - Personal Property 2010	N	2713076	0	159309	2553767	3217077
0010	General	ASSETS										2P00.2011	Taxes Rec - Personal Property 2011	N	2562214	0	152622	2409592	2996024
0010	General	ASSETS										2P00.2012	Taxes Rec - Personal Property 2012	N	3920683	0	1322727	2597956	3874622
0010	General	ASSETS										2P00.2013	Taxes Rec - Personal Property 2013	N	5533209	0	1151706	4381503	5134093
0010	General	ASSETS										2p00.2014	Taxes Rec - Personal Property 2014	N	6836300	0	3307274	3529026	6724647
0010	General	ASSETS										2P00.2015	Taxes Rec - Personal Property 2015	N	0	227290741	215802052	11488689	0
0010	General	ASSETS										2R00.2009	Taxes Rec - Real Property 2009	N	1	0	0	1	1
0010	General	ASSETS										2R00.2014	Taxes Rec - Real Property 2014	N	0	0	0	0	136083682
0010	General	ASSETS										2R00.2015	Taxes Rec - Real Property 2015	N	0	4829435951	4734425829	95010122	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-103652134	682209760	607664719	-29107093	-18655068
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-269952862	269952862	0	0	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4009	Due To State Of MI Fingerprint	N	25	0	0	25	25
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4012	Due To U/M Parking Violations	N	34	17749438	17749438	34	34
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4014	Due To Other Governmental Units	N	-39104338	38677170	19337808	-19764976	-7445969
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4015	Accounts Payable/Miscellaneous	N	-23926474	23926474	0	0	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4016	DDA Payroll Deposit	N	-3000000	0	0	-3000000	-3000000
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4017	Overpayments	N	24432	1180252	827384	377300	-1042012
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4024	Due To Ann Arbor Transportation Authority	N	2975799	0	2975799	0	23
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4034	Due To Market Vendors	N	-3367700	15175400	15745400	-3937700	-2396800
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4034.0001	Due To Market Vendors EBT	N	15000	0	0	15000	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4034	Deposits Eberbach Capital Facilities	N	-5247500	0	0	-5247500	-4512900
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4035	Deposits Mack Pool Capital Facilities	N	-3689100	0	0	-3689100	-2621200
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4037	Deposits Advance Revenue	N	-9950	10000	0	50	-9950
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4040	Deposits B&SE Perform Bond	N	-41885200	5390000	3677200	-40172400	-38700000
