Fund	Fund Description	Chart Section Level 1	Chart Section Level 2	Agency	Agency Description	Organization	Organization Description	Activity	Activity Description	Function	Function Description	Account	Account Description	Total Indicator	Balance Forward	YTD Debits	YTD Credits	Ending Balance	Prior Year YTD Balance
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1350	PACE Revolving Loans	9500	Debt Service			4420	Transfer To Other Funds	N	0	6772640	0	6772640	0
0003	Downtown Development Authority	ASSETS										2400.0099	Equity In Pooled cash & investments	N	0	10073118	11037478	-964360	-2762248
0003	Downtown Development Authority	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	0	1631606	1631606	0	0
0003	Downtown Development Authority	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	5736	1676	4060	454989
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1100	Permanent Time Worked	N	0	4067281	4067281	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1102	Other Paid Time Off	N	0	88134	88134	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1121	Vacation Used	N	0	504668	504668	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1141	Personal Leave Used	N	0	176658	176658	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1161	Holiday	N	0	124214	124214	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1200	Temporary Pay	N	0	20100	20100	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4220	Life Insurance	N	0	15256	15256	0	-4526
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4230	Medical Insurance	N	0	486261	486261	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4234	Disability Insurance	N	0	8263	8263	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4237	Retiree Health Savings Account	N	0	94300	93800	500	54400
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4238	Veba Funding	N	0	775600	775600	0	706600
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4239	Retiree Medical Insurance	N	0	248400	248400	0	257134
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4240	Workers Comp	N	0	87100	87100	0	38200
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4250	Social Security-Employer	N	0	370576	370576	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4259	Retirement Contribution	N	0	1325600	1325600	0	532284
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4260	Insurance Premiums	N	0	959800	0	959800	723167
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4270	Dental Insurance	N	0	43425	43425	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4280	Optical Insurance	N	0	4500	4500	0	0
0004	Maintenance Facility	ASSETS										2400.0099	Equity In Pooled cash & investments	N	179446316	397429	2658444	177185301	182758481
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-1290888	1290888	304429	-304429	0
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-266326	266326	0	0	0
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4630	Retainages Payable	N	-412679	304429	0	-108250	-108250
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-177476423	0	0	-177476423	-182368100
0004	Maintenance Facility	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	104259	356636	-252377	-282131
0004	Maintenance Facility	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	445700	0	445700	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			1100	Permanent Time Worked	N	0	89024	3606	85418	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			1121	Vacation Used	N	0	3714	0	3714	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2410	Rent City Vehicles	N	0	27096	0	27096	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4220	Life Insurance	N	0	157	6	151	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4230	Medical Insurance	N	0	14910	664	14246	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4234	Disability Insurance	N	0	177	10	167	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4250	Social Security-Employer	N	0	7010	272	6738	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4270	Dental Insurance	N	0	1331	59	1272	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4280	Optical Insurance	N	0	138	6	132	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1100	Permanent Time Worked	N	0	128808	0	128808	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1200	Temporary Pay	N	0	121050	33600	87450	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1401	Overtime Paid-Permanent	N	0	21233	0	21233	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			2410	Rent City Vehicles	N	0	89573	0	89573	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4220	Life Insurance	N	0	490	0	490	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4230	Medical Insurance	N	0	23960	0	23960	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4234	Disability Insurance	N	0	52	0	52	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4250	Social Security-Employer	N	0	20171	2570	17601	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4270	Dental Insurance	N	0	2139	0	2139	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4280	Optical Insurance	N	0	222	0	222	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4440	Unemployment Compensation	N	0	16	0	16	0
0007	Local Law Enforc Block Grant	ASSETS										2212	Due From Other Gov Units	N	0	0	0	0	667800
0007	Local Law Enforc Block Grant	ASSETS										2400.0099	Equity In Pooled cash & investments	N	24297	49	14	24332	578170
0007	Local Law Enforc Block Grant	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-24297	0	0	-24297	-29678
0007	Local Law Enforc Block Grant	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	14	49	-35	-892
0008	Ann Arbor Municipal Center	ASSETS										2400.0099	Equity In Pooled cash & investments	N	18794803	37425	110548	18721680	31963090
0008	Ann Arbor Municipal Center	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-18794803	0	0	-18794803	-29850200
0008	Ann Arbor Municipal Center	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	69441	37425	32016	-43443
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			1100	Permanent Time Worked	N	0	20072	0	20072	0
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			2410	Rent City Vehicles	N	0	6795	0	6795	0
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			2430	Contracted Services	N	0	0	0	0	1424900
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			3400	Materials & Supplies	N	0	8187	0	8187	0
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			4220	Life Insurance	N	0	28	0	28	0
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			4230	Medical Insurance	N	0	4094	0	4094	0
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			4250	Social Security-Employer	N	0	1526	0	1526	0
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			4270	Dental Insurance	N	0	366	0	366	0
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			4280	Optical Insurance	N	0	39	0	39	0
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9005	City Hall Expansion			5190	Construction	N	0	0	0	0	-3543847
0008	Ann Arbor Municipal Center	EXPENSES		040	Public Services	9505	City Hall Expansion	9006	Public Art			2430	Contracted Services	N	0	0	0	0	49500
0009	Smart Zone LDFA	ASSETS										2198	Loan Receivable	N	105148500	0	0	105148500	99593200
0009	Smart Zone LDFA	ASSETS										2400.0099	Equity In Pooled cash & investments	N	114801259	134319572	38589118	210531713	168918385
0009	Smart Zone LDFA	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-24224649	37712736	13780587	-292500	0
0009	Smart Zone LDFA	LIABILITIES AND FUND EQUITY	LIABILITIES									5551	Deferred Revenue	N	-105148500	0	0	-105148500	-99593200
0009	Smart Zone LDFA	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-90576610	0	0	-90576610	-64950500
0009	Smart Zone LDFA	REVENUES		009	Smart Zone	1000	Administration	0000	Revenue			1117	Smart Zone LDFA Taxes	N	0	0	134038248	-134038248	-117118552
0009	Smart Zone LDFA	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	82182	281324	-199142	-162805
0009	Smart Zone LDFA	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	330600	0	330600	0
0009	Smart Zone LDFA	EXPENSES		009	Smart Zone	1000	Administration	1000	Administration			2430	Contracted Services	N	0	13780587	0	13780587	12861788
0009	Smart Zone LDFA	EXPENSES		009	Smart Zone	1000	Administration	1000	Administration			4260	Insurance Premiums	N	0	27800	0	27800	26534
0009	Smart Zone LDFA	EXPENSES		009	Smart Zone	1000	Administration	1000	Administration			4310	Municipal Service Charges	N	0	435800	0	435800	425150
0010	General	ASSETS										1002	Cash General	N	0	8159196	120000	8039196	-1656877
0010	General	ASSETS										1012	Cash Offset For GASB #34	N	17901809	553200	0	18455009	15365900
0010	General	ASSETS										1025	Cash Football Parking	N	5000	0	0	5000	5000
0010	General	ASSETS										1060.1065	Petty Cash/Starting Cash Customer Service Center	N	232500	0	0	232500	232500
0010	General	ASSETS										1060.1066	Petty Cash/Starting Cash District Courts	N	75000	0	0	75000	75000
0010	General	ASSETS										1060.1067	Petty Cash/Starting Cash Accounting Services	N	20000	0	0	20000	20000
0010	General	ASSETS										1060.1068	Petty Cash/Starting Cash Building 	N	20000	0	0	20000	20000
0010	General	ASSETS										1060.1069	Petty Cash/Starting Cash Golf Courses	N	137500	0	0	137500	525500
0010	General	ASSETS										1060.1070	Petty Cash/Starting Cash Natural Area Preservation	N	2000	0	0	2000	2000
0010	General	ASSETS										1060.1072	Petty Cash/Starting Cash Planning	N	4000	0	0	4000	4000
0010	General	ASSETS										1060.1073	Petty Cash/Starting Cash Police	N	120000	0	0	120000	120000
0010	General	ASSETS										1060.1074	Petty Cash/Starting Cash Cobblestone	N	2000	0	0	2000	0
0010	General	ASSETS										1060.1075	Petty Cash/Starting Cash Clerk	N	26000	0	0	26000	26000
0010	General	ASSETS										1060.1076	Petty Cash/Starting Cash Argo	N	60000	0	0	60000	0
0010	General	ASSETS										1060.1077	Petty Cash/Starting Cash Gallup	N	50000	0	0	50000	0
0010	General	ASSETS										1060.1078	Petty Cash/Starting Cash Buhr	N	36000	0	0	36000	0
0010	General	ASSETS										1060.1079	Petty Cash/Starting Cash Attorney	N	20000	0	0	20000	20000
0010	General	ASSETS										1060.1083	Petty Cash/Starting Cash Farmer's Market	N	10000	0	0	10000	0
0010	General	ASSETS										1060.1084	Petty Cash/Starting Cash Fuller/Mack	N	60000	0	0	60000	0
0010	General	ASSETS										1060.1086	Petty Cash/Starting Cash Senior Center	N	5000	0	0	5000	0
0010	General	ASSETS										1060.1087	Petty Cash/Starting Cash Veterans	N	40000	0	0	40000	0
0010	General	ASSETS										1060.1099	Petty Cash/Starting Cash Utilities	N	10000	0	0	10000	10000
0010	General	ASSETS										2206	Accts Receivable Offset	N	-22006049	22006049	0	0	-7536933
0010	General	ASSETS										2207	Due From AA Housing Comm	N	8106260	28461440	21405527	15162173	49146203
0010	General	ASSETS										2212	Due From Other Gov Units	N	4267300	0	516000	3751300	497669
0010	General	ASSETS										2214	Due From DDA	N	87219064	8297389	91319221	4197232	10684652
0010	General	ASSETS										2217	Unbilled Receivables	N	9575533	0	9575533	0	0
0010	General	ASSETS										2218	Accounts Receivable	N	116829916	70584937	72539852	114875001	75833121
0010	General	ASSETS										2219	Allowance For Uncoll Accts	N	-18938234	0	0	-18938234	-22718373
0010	General	ASSETS										2239	Assess Rec Sidewalk	N	231651	360600	316924	275327	337571
0010	General	ASSETS										2243	Utilities Accounts Receivable	N	0	1606360	771843	834517	961142
0010	General	ASSETS										2287	Prepaid Charges	N	77500	0	77500	0	0
0010	General	ASSETS										2305.2289	Inventory Parks	N	162843	0	0	162843	156127
0010	General	ASSETS										2305.2304	Inventory Huron Hills GC	N	762731	0	0	762731	777297
0010	General	ASSETS										2305.2305	Inventory Leslie GC	N	1993748	0	0	1993748	2499540
0010	General	ASSETS										2305.2306	Inventory Vets Pool Rink	N	47347	0	0	47347	50200
0010	General	ASSETS										2305.2307	Inventory Gallup Canoe Livery	N	1680422	0	0	1680422	588903
0010	General	ASSETS										2400.0099	Equity In Pooled cash & investments	N	2169832396	4402686697	1576412554	4996106539	4454280353
0010	General	ASSETS										2402	Taxes Rec Delinquent Invoices	N	7634315	643157	5470212	2807260	3283312
0010	General	ASSETS										2699	Allow For Uncoll Persnl Pr Tax	N	-24241004	0	0	-24241004	-15608605
0010	General	ASSETS										2748	Advance From 0048	N	80668640	0	80668640	0	0
0010	General	ASSETS										2759	Advance from 0059	N	27072583	0	27072623	-40	-40
0010	General	ASSETS										2900.0017	Due From Other Funds 0017	N	1007314	0	0	1007314	1683224
0010	General	ASSETS										2900.0084	Due From Other Funds 0084	N	0	0	0	0	69985
0010	General	ASSETS										2F00.2013	Taxes Rec - Tax Collect Fee 2013	N	0	0	0	0	12142225
0010	General	ASSETS										2F00.2014	Taxes Rec - Tax Collect Fee 2014	N	0	217234037	204793560	12440477	0
0010	General	ASSETS										2P00.1998	Taxes Rec - Personal Property 1998	N	23900	0	0	23900	23900
0010	General	ASSETS										2P00.1999	Taxes Rec - Personal Property 1999	N	29980	0	0	29980	29980
0010	General	ASSETS										2P00.2000	Taxes Rec - Personal Property 2000	N	70226	0	0	70226	70226
0010	General	ASSETS										2P00.2001	Taxes Rec - Personal Property 2001	N	100491	0	0	100491	100491
0010	General	ASSETS										2P00.2002	Taxes Rec - Personal Property 2002	N	5752	0	0	5752	5752
0010	General	ASSETS										2P00.2003	Taxes Rec - Personal Property 2003	N	278142	0	0	278142	278142
0010	General	ASSETS										2P00.2004	Taxes Rec - Personal Property 2004	N	131707	0	0	131707	131707
0010	General	ASSETS										2P00.2005	Taxes Rec - Personal Property 2005	N	566397	0	0	566397	447626
0010	General	ASSETS										2P00.2006	Taxes Rec - Personal Property 2006	N	1012971	0	0	1012971	786780
0010	General	ASSETS										2P00.2007	Taxes Rec - Personal Property 2007	N	1004598	0	0	1004598	782440
0010	General	ASSETS										2P00.2008	Taxes Rec - Personal Property 2008	N	2079862	0	0	2079862	1642991
0010	General	ASSETS										2P00.2009	Taxes Rec - Personal Property 2009	N	3266187	4892	9785	3261294	2209540
0010	General	ASSETS										2P00.2010	Taxes Rec - Personal Property 2010	N	3267504	50426	100853	3217077	2449815
0010	General	ASSETS										2P00.2011	Taxes Rec - Personal Property 2011	N	2997440	1415	2831	2996024	2527345
0010	General	ASSETS										2P00.2012	Taxes Rec - Personal Property 2012	N	3915478	40855	81711	3874622	4325334
0010	General	ASSETS										2P00.2013	Taxes Rec - Personal Property 2013	N	5774078	639985	1279970	5134093	19451770
0010	General	ASSETS										2p00.2014	Taxes Rec - Personal Property 2014	N	0	215548954	203618666	11930288	0
0010	General	ASSETS										2R00.2009	Taxes Rec - Real Property 2009	N	1	0	0	1	1
0010	General	ASSETS										2R00.2013	Taxes Rec - Real Property 2013	N	0	0	0	0	255597455
0010	General	ASSETS										2R00.2014	Taxes Rec - Real Property 2014	N	0	4722076206	4438627382	283448824	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-115096273	204970028	116403042	-26529287	-22776977
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-224830641	224830641	0	0	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4009	Due To State Of MI Fingerprint	N	25	0	0	25	4925
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4012	Due To U/M Parking Violations	N	-1096566	3702584	3702584	-1096566	-625590
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4014	Due To Other Governmental Units	N	-41181956	38100401	21952049	-25033604	-10892085
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4015	Accounts Payable/Miscellaneous	N	-3461233	3461233	0	0	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4016	DDA Payroll Deposit	N	-3000000	0	0	-3000000	-3000000
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4017	Overpayments	N	-967571	161000	8159196	-8965767	1040102
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4019	Accounts Payable/Offset	N	636029	0	636029	0	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4024	Due To Ann Arbor Transportation Authority	N	41	639057	0	639098	632685
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4031	Due To Chase - PCard Purchases	N	-8720824	8720824	0	0	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4034	Due To Market Vendors	N	-2375800	4086200	4921900	-3211500	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4034	Deposits Eberbach Capital Facilities	N	-4512900	0	0	-4512900	-1735100
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4035	Deposits Mack Pool Capital Facilities	N	-2621200	0	0	-2621200	-1310600
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4037	Deposits Advance Revenue	N	-251450	0	1000000	-1251450	-251450
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4040	Deposits B&SE Perform Bond	N	-44682200	1000000	1600000	-45282200	-43833000
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4043	Deposits Vets	N	-787440	0	14400	-801840	-232420
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4051	Deposits Police Bond Deposits for Court	N	-90000	59500	119500	-150000	-80000
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4040.4052	Deposits Fugitive Bond Deposits	N	0	144200	144200	0	10000
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4058	Escrow Dep-Tree Plant	N	-2021784	45370	128570	-2104984	-1712019
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									4630	Retainages Payable	N	0	0	0	0	-506000
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									5551	Deferred Revenue	N	-445617	0	0	-445617	-629539
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									9930	Suspense 	N	0	0	1250	-1250	0
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									9933	Suspense - Tax Refunds	N	0	6477795	0	6477795	3423359
0010	General	LIABILITIES AND FUND EQUITY	LIABILITIES									9935	Undistributed Rev - Parking Violations	N	2620	39378440	61566601	-22185541	-21321917
0010	General	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-1954525399	0	0	-1954525399	-1516054336
0010	General	LIABILITIES AND FUND EQUITY	FUND EQUITY									6610	Fund Balance Non Expendable	N	-85315664	0	0	-85315664	-95854964
0010	General	LIABILITIES AND FUND EQUITY	FUND EQUITY									9959	Pension To Allocate	N	4	468458774	150764000	317694778	339552885
0010	General	REVENUES		002	Community Development	2200	Housing	0000	Revenue			2159	Washtenaw County - Grant	N	0	0	0	0	-10491160
0010	General	REVENUES		014	Attorney	1000	Administration	0000	Revenue			2710.0042	Operating Transfers 0042	N	0	0	2500000	-2500000	-2500000
0010	General	REVENUES		014	Attorney	1000	Administration	0000	Revenue			3207	Service Fees/UM Parking	N	0	142200	284400	-142200	0
0010	General	REVENUES		015	City Clerk	1000	Administration	0000	Revenue			2274	Liquor Retail License	N	0	39672	10404680	-10365008	0
0010	General	REVENUES		015	City Clerk	1000	Administration	0000	Revenue			4105	Auctioneer	N	0	60000	68000	-8000	-4000
0010	General	REVENUES		015	City Clerk	1000	Administration	0000	Revenue			4115	FOIA Charges	N	0	0	13951	-13951	-30648
0010	General	REVENUES		015	City Clerk	1000	Administration	0000	Revenue			4117	Taxi Driver	N	0	0	58500	-58500	-37500
0010	General	REVENUES		015	City Clerk	1000	Administration	0000	Revenue			4118	Taxi Owner	N	0	0	25750	-25750	-64450
0010	General	REVENUES		015	City Clerk	1000	Administration	0000	Revenue			4122	Liquor License	N	0	0	135000	-135000	-160000
0010	General	REVENUES		015	City Clerk	1000	Administration	0000	Revenue			4170	Dog License	N	0	0	710400	-710400	-467200
0010	General	REVENUES		015	City Clerk	1000	Administration	0000	Revenue			4199	Miscellaneous - City Clerk	N	0	0	86935	-86935	-113219
0010	General	REVENUES		015	City Clerk	1000	Administration	0000	Revenue			6199	Other Rentals	N	0	0	0	0	-67500
0010	General	REVENUES		018	Finance	1000	Administration	0000	Revenue			1701	In Lieu - House Trailer	N	0	0	5800	-5800	-5800
0010	General	REVENUES		018	Finance	1000	Administration	0000	Revenue			2271	State Shared - Statutory	N	0	0	26120400	-26120400	0
